TBATS,STFL,TEST,TBATS_UPPER_95%,STFL_UPPER_95%
14710.7219512012,16107.1874250343,15142.083333333301,16254.5594216404,19532.7638798559
13558.1004023391,15102.399593038,13745.291666666699,15102.6812354427,18535.4205935392
14895.5108781199,16212.0849908422,14950.875,16440.8347758907,19652.534428334
15312.1522252992,17001.5577524341,15209.625,16858.2186482054,20449.419622346
15368.1749290924,16925.1245534701,15347.708333333301,16914.9849257968,20380.3829542336
15418.1865805286,17551.5671070091,15575.416666666699,16965.740183274,21014.2062389578
15375.4818454254,16990.6124533282,15579.125,16923.778839249,20460.6166176134
14916.6580887317,16377.1665409008,15381.833333333301,16465.6982718524,19854.5201384246
13761.946687319,14981.2694580353,14239.708333333301,15311.7296001145,18465.9569883982
15097.3919926842,15802.6674758224,15406.166666666699,16647.9174008161,19294.673536287
15512.2183417737,17393.6651970772,15816.541666666699,17063.4857514,20892.9744815469
15566.6002571497,17532.5002264339,16058.375,17118.6107400623,21039.0975244467
15615.1675365921,16382.3462483242,16137.458333333301,17167.9211301421,19896.2164440607
15571.234831145,17071.2660459033,16243.458333333301,17124.7313053411,20592.3941172095
15111.4168706858,16552.7864295322,16083.25,16665.6559877156,20081.1574469559
13955.959375831,15047.4545707733,15190.708333333301,15510.9406194639,18583.0536966147
15290.9176236937,17231.8852887526,16171.875,16846.6406814943,20774.6977761283
15705.523072013,16970.138894476,16249.708333333301,17261.9873518791,20520.1500863963
15759.9531893478,15754.4007479571,15013.333333333301,17317.1596410737,19311.5960764167
15808.8361979867,13257.4996550307,12700.333333333301,17366.7847196574,16821.8646401114
15765.4803351323,12543.3632345841,12365.583333333301,17324.1705395541,16114.8834835711
15306.4887978932,12333.5539393955,12621.333333333301,16865.9202726942,15912.2151459054
14152.0904171598,13422.9841227421,14259.458333333301,15712.2624563052,17008.7720658633
15488.3180338653,16086.9768840061,16298.166666666699,17049.2301201811,19679.8774274512
15904.3749877613,16368.5965191203,16984.4583333333,17466.0263125989,19968.5956103901
15960.4048715581,17458.426203763,17354.4583333333,17522.7961526785,21065.5098733218
16010.9962616916,17771.4032716448,17591.2083333333,17574.1271596084,21385.5576321077
15969.412035266,16494.6351854526,17481.8333333333,17533.2819197381,20115.846430783
15512.2044420005,16629.432607237,16655.7916666667,17076.8126536753,20257.687011956
14359.5459787903,15544.8163342164,15153.625,15924.8915642037,19180.1002526219
15697.4080420984,17353.6027768667,16737.2916666667,17263.4902369525,20995.9026422639
16114.9277691497,17116.6586189453,17225.5833333333,17681.7455224491,20765.9609428871
16172.1782207142,17007.8923821451,16182.125,17739.7320075804,20664.1837536829
16223.6736157321,17230.5347587492,17312.5,17791.9628671468,20893.8018436936
16182.5992253644,17104.3592475671,16915.4166666667,17751.6230942071,20774.5887877582
15725.4270923616,16741.178464429,16461.8333333333,17295.184716468,20418.357277017
14572.2476194596,15875.4532819308,15259.583333333301,16142.7378603706,19559.5682586655
15908.9489971653,16921.8793968496,16967.4166666667,17480.1709234436,20612.9175033795
16324.5848761307,17834.6897248699,17340.4166666667,17896.5372920579,21532.6380000504
16379.1454302336,16946.6940592492,17516.375,17951.8286813892,20651.53961446
16427.0635131228,16738.2886889278,17642.7083333333,18000.4769311286,20450.018707399
16381.4455075298,16375.0115020173,17377.0833333333,17955.5881739309,20093.6132381642
15918.6880242618,15869.386310944,16826.2083333333,17493.5590336727,19594.8470897108
14758.8104849757,15083.1690866493,15330.125,16334.4086864219,18815.4763028608
16087.6355489588,16042.8079947569,16386.2083333333,17663.9600275549,19781.9491124789
16494.1577785381,15895.9891298886,16232.708333333301,18071.2073873423,19641.9516817962
16538.3156783361,16439.8471142726,14698.166666666699,18116.0908348086,20192.6187010267
16574.4988000097,16830.0640288206,16337.75,18152.9989443414,20589.6323184522
16515.7795005608,16976.7291656338,16531.1666666667,18095.0038552384,20743.0818929362
16038.5304999386,16176.2176380787,15919.625,17618.4783309679,19949.3426040073
14862.758260991,15286.1585103382,14651.875,16443.4286196259,19066.0435814175
16174.2841412213,16524.7355775885,15848.666666666699,17755.6763421075,20311.3686853272
16562.1137006038,17194.6595566692,16183.875,18144.2268543551,20988.0286969821
16586.2092908326,17926.4361059384,16086.583333333301,18169.0440908618,21726.5293385753
16600.9976084442,17410.1578901947,16299.625,18184.5537985487,21216.963338177
16519.6017914694,17147.7189112389,16170.541666666699,18103.8789194998,20961.2247603025
16018.4591977781,16814.0352412438,15873.75,17603.4568731416,20634.2297392893
14817.6548816,15806.0948629418,14700.125,16403.3725150127,19632.9663194912
16103.1027121781,16698.4132415816,16407.375,17689.5399890499,20531.9500272414
16463.9145144767,17345.2294797738,16999.625,18051.070925714,21185.4200257053
16460.1723542264,17657.8920353654,16847.5833333333,18048.048974797,21504.7248327607
16446.4356479601,17225.4398958755,16785.5833333333,18035.0326079784,21078.9034954404
16335.9726772717,16711.7935176006,16877.4166666667,17925.2899095988,20571.876529043
15805.3776464319,16234.3679455591,16442,17395.4151397093,20101.0590370843
14574.9033022395,15519.7644739558,15195.416666666699,16165.6608371777,19393.0523717677
15830.6410638969,16784.9603733209,16592.8333333333,17422.1186819735,20664.8338611282
16161.8890480904,17272.950983617,17006.5,17754.0865791254,21159.3989021469
16128.9231182298,17369.4675643245,17006.5416666667,17721.841953485,21262.4788108405
16086.5026465508,17123.894889857,16904.9166666667,17680.1432085771,21023.4584176835
15948.1005776863,16428.7961566539,16763.8333333333,17542.4630633337,20334.900974706
15390.5189434816,16051.9167171367,16353.625,16985.6035732347,19964.5518894553
14134.2198597558,14970.2059009202,15066.708333333301,15730.0266107584,18889.3605462129
15365.5039657146,16447.8053983484,16731.875,16962.0330372844,20373.4686895355
15673.8767051,17186.4236253482,16961.2083333333,17271.1280435265,21118.5847891141
15619.8175928039,17153.7040695102,17097.125,17217.7926620425,21092.3523858599
15558.2841711665,16798.9695914063,16833.875,17156.98342028,20744.0943932267
15402.9402606804,16326.4312312663,16506.1666666667,17002.363864966,20278.0219038934
14830.7696714497,15533.3519396739,16141.291666666699,16430.9177802891,19491.3979204639
13562.4054229798,14731.9552924872,14892.541666666699,15163.2778917576,18696.4460703933
14784.3064500149,15987.8734392248,16648.2916666667,16385.9033049527,19958.7985543784
15086.1222104979,16825.2080675983,17079.0833333333,16688.4431732601,20802.5571108949
15028.460356176,16980.5721510646,16628.9166666667,16631.5066139992,20964.3347637547
14966.389186507,16362.6937658085,16465.625,16570.1608611199,20352.8596390927
14813.664506495,15754.4150560561,16118.25,16418.1613962593,19750.9739306853
14247.3420700177,15028.0760311268,15200.958333333301,15852.5638992145,19031.017697006
12988.1056705779,13696.6419387405,15158.75,14594.0518237709,17705.956234538
14222.4428705458,13563.4752136008,14081.208333333301,15829.1128592453,17579.1520263612
14540.0087971558,12561.803250264,12115.416666666699,16147.4017882201,16583.8325150253
14501.3931766755,12134.7314856517,12221.625,16109.5097612155,16163.1031850671
14461.6223368693,12653.3403702992,12638.458333333301,16070.4620090003,16688.0445342629
14334.3858063166,13126.411521474,13096.958333333301,15943.9477079848,17167.4382267508
13796.6486984304,14301.0969034117,14030.416666666699,15406.9318724715,18348.4362732713
12568.9799466652,13637.954873673,14571.791666666699,14179.9830771459,17691.5970775275
13837.7283847337,15362.0991984207,16684.1666666667,15449.4502666655,19422.0344514666
14192.3871009889,16067.74181793,17267.0416666667,15804.8261763181,20133.960380794
14193.3612373884,16638.5675283978,17376.6666666667,15806.5173589718,20711.0597067862
14195.4709602436,16114.7483380372,17336.5,15809.3428905337,20193.5044823893
14112.1792264775,15302.1135983962,17323.3333333333,15726.7653842766,19387.1241035411
13620.2055264978,14788.6095485925,16807.375,15235.5042442222,18879.8648534103
12439.8556615725,13873.6830911593,15736.333333333301,14055.8649334363,17971.1736782448
13757.1995391097,15708.6061104232,17041.5,15373.9174928706,19812.3225057543
14161.4374028481,15604.7780575773,17314.375,15778.8618452638,19714.710830186
14212.6696545695,15679.792332429,17444.75,15830.7998244558,19795.9320940769
14265.4019791968,15233.7848914015,17420.5416666667,15884.2360741434,19356.1222962573
14232.7753802394,14798.9761607792,17192.9166666667,15852.3113019233,18927.501905101
13791.1822886542,14311.1937241677,16562.75,15411.4179023524,18445.8985459878
12660.5987838468,13260.4937892596,15296.333333333301,14281.5316737138,17401.368468073
14026.7648900888,14416.3977661409,16759.6666666667,15648.3928298245,18563.4331225964
14478.5533444506,15445.5825076467,17124.5416666667,16100.8738513356,19598.7694032423
14575.7419713545,14915.740411537,17064.5,16198.7540422834,19075.0697483174
14672.5213537027,15251.2725590183,17011.8333333333,16296.2230229035,19416.7352792761
14681.7273854253,14850.58247008,16816.9166666667,16306.1164635978,19022.1695560596
14279.4598464059,14345.4840514659,16097.833333333301,15904.5341789142,18523.186525071
13185.4170165955,13424.7470832723,14911.875,14811.1742428162,17608.556005776
14585.0782710961,15018.0474875785,16262.291666666699,16211.5162901473,19207.9539593361
15067.0750314287,15929.2411779515,16631.5416666667,16694.1915615646,20125.2363381168
15190.9651880256,16076.3372444869,16708,16818.7594821952,20278.4122707311
15310.7426648436,15754.246800462,16571.0833333333,16939.2130959504,19962.3929086955
15339.071693084,15489.3021783724,16820.5,16968.2164829433,19703.510622469
14951.9069184901,15211.4053367563,16191.041666666699,16581.7243911288,19431.667408281
13868.8293440852,14818.7886942646,14913.333333333301,15499.3176851474,19045.0957222034
15275.2300368772,15748.1796756353,16403.125,16906.3877515627,19980.523026128
15759.6819623129,16294.016044336,16767.9583333333,17391.5074358455,20532.3871204117
15881.7150520463,16876.4004434562,16804.6666666667,17514.208245901,21120.7906847711
15995.3261684877,16243.1194170873,16847.2083333333,17628.4862240179,20493.5202996658
16013.213527836,15992.4564109604,16845.1666666667,17647.0394835429,20248.859446938
15611.3967029751,14932.4076937703,16647.0416666667,17245.8877407786,19194.8044311393
14509.5522072647,14149.116829459,15289.791666666699,16144.7074083724,18417.498851817
15893.196589185,15388.8457640729,16998.875,17529.0153835536,19663.2046903733
16351.0574053301,16070.0793329011,16841.75,17987.5391292128,20350.4068172063
16442.8471832812,15946.9983906575,16601.4583333333,18079.9927618758,20233.2861218946
16522.7720460085,15626.5760960507,16554.8333333333,18160.5816029886,19918.8157977691
