TBATS,STFL,TEST,TBATS_UPPER_95%,STFL_UPPER_95%
18826.1339313601,20371.5116415524,21308.7083333333,20822.7713538838,24015.1008442826
19098.9681835383,20875.8435137718,21730.1666666667,21101.7602153415,24547.7272620457
19110.6781415994,21209.0264101321,21859.3333333333,21120.4388861634,24908.9883347231
19108.5989920302,21776.3746011274,21853.625,21125.0808810545,25504.2032219211
18922.989377687,21852.2367768208,21673.1666666667,20945.8342334959,25607.7253214171
18459.4688925763,21061.2329826835,21050.4166666667,20489.5810592676,24844.1792142839
16877.0901104141,18602.1557070321,19075.0416666667,18913.2474216402,22412.3617610094
18519.2255417619,21139.4561512932,21282.7916666667,20562.7573104257,24976.7283798887
18783.6896781884,21606.3518663136,22122.9583333333,20833.4429781419,25470.5006909497
18778.6932052098,21540.2261973866,22172.7083333333,20835.4136518571,25431.0659681202
18764.8266756565,21643.2486672354,22135.9166666667,20828.2944482767,25560.5975289156
18573.1025242738,21601.2028834221,22050.25,20642.9784701744,25544.882648146
18095.0790515697,20899.7643154149,21302.5,20172.2042460499,24869.600340905
16514.3787279304,18795.5669818906,19242.4583333333,18597.6204443476,22791.3880554453
18144.5333052814,21175.593803447,21388.1666666667,20235.1190621,25197.232031141
18412.6289749523,21564.3165153766,21996.9583333333,20509.4976001704,25611.6072162079
18404.027299234,21347.3992078366,22092.7083333333,20507.8606352974,25420.1808125412
18391.4197801855,21447.3901345213,22272.0833333333,20502.0220278481,25545.5040887942
18206.6411551253,21536.6342475448,22333.0833333333,20323.6905895553,25659.9249194223
17727.8761739645,21242.5134627165,21861.75,19852.1540224235,25390.8280538942
16161.6980447264,19052.6917637379,19848.7916666667,18292.1540444004,23225.8802246109
17793.6837632215,20794.8410963733,22346.7916666667,19931.4503455271,24992.7560446004
18078.088699091,20940.2061163016,22701.0416666667,20222.1887833447,25162.7027587081
18079.0021002155,20015.9737361769,22588.875,20230.0581845018,24262.9097938213
18080.1470243761,18368.1754335972,22605.8333333333,20237.9843795604,22639.4110698394
17914.2303780116,16764.3103031341,21913.6666666667,20078.5436539654,21059.7080545526
17446.7206844231,15202.6807715949,18898.0416666667,19618.2346636373,19522.1054816085
15905.6301329858,12638.3626389481,15818.041666666699,18083.3711582851,16981.6813940088
17550.3550670612,16560.7131993768,15532.083333333301,19735.3669268669,20927.7952676058
17860.3761265897,18916.3136555946,15936.208333333301,20051.7593240587,23307.0304277439
17879.9923190138,19852.7288940291,16619.75,20078.3144701443,24266.9538266553
17902.9942144572,20603.4788325676,19983.5833333333,20108.099430919,25041.0873933134
17763.0204612765,20834.5491606461,20555.25,19974.6191934746,25295.4187755295
17313.4768368634,20197.2749830786,20235.6666666667,19532.2410565254,24681.2849856963
15802.4280150211,18530.1701672306,18820.4583333333,18027.455600232,23037.2017497871
17464.7823595821,21108.3767498275,21055.875,19697.0349487369,25638.3129159061
17803.4717123027,21143.5791390996,21606.4166666667,20042.1217097117,25696.3046580972
17844.4194727293,20371.9344121412,21456.875,20089.9842246165,24947.3357752915
17890.6361115974,20544.1409597659,21367,20142.976927549,25142.1063376807
17776.7786249616,20330.8224447914,21587.0833333333,20035.621511011,24951.2416464536
17344.8544099948,19665.3421098187,20950.7083333333,19610.8224366383,24308.1065429635
15861.7248878828,17807.7545361634,19085.375,18133.982879495,22472.757168988
17539.4381210927,20162.982882867,21500.3333333333,19818.8721654,24850.1182070117
17902.7705701029,20880.1417389072,21819.125,20188.6198178187,25589.3057336552
17960.6291094175,20914.8146296505,21956.25,20253.3653299307,25645.9047272936
18024.5091527033,21406.8876115157,21848.75,20324.0096015919,26159.8026638391
17930.2011176868,21222.6969523782,21992.8333333333,20236.2072439418,25997.3371982175
17508.9879925732,20399.8176793862,21338.8333333333,19822.0780233224,25196.084713213
16045.3926902814,18019.3076960755,19489.2916666667,18364.7940416344,22837.1044375704
17730.1654691361,20301.925707239,21245.75,20056.6952389058,25141.1563718121
18108.4705089388,20754.4395947606,21509.9166666667,20441.4297343617,25615.0096649818
18173.4972078955,20902.0587494899,21515.5416666667,20513.3166628763,25783.8749473937
18244.5847498971,21014.8973795444,21173.4166666667,20591.1565617242,25917.8676397746
18158.7866937135,20817.1260085195,21630.0833333333,20511.8675789605,25741.1594522815
17737.3293334149,20392.2085230367,21293.5833333333,20097.4566542821,25337.2154328268
16281.3584454762,18388.1176761639,19686.25,18647.8179278761,23354.0094712454
17961.8100232139,20637.1798714196,22000.7916666667,20335.3560432275,25623.8690840178
18342.8992152781,21107.8119200127,22513.0416666667,20722.8899827742,26115.2121722024
18403.3206131774,21128.2481773949,20972.5416666667,20790.1501454052,26156.2741586538
18469.6809582914,21053.4776664002,22586.375,20863.2551729925,26102.0451118049
18380.4180646136,21027.5661863482,22333.625,20780.5085609991,26096.5918553881
17947.3389632654,20155.5350634026,21539.25,20354.4458952463,25244.9367193904
16487.2398172842,18158.8201715807,19711.125,18900.702944118,23268.5165616373
18152.6270670878,20252.1397151392,21826.2083333333,20573.1437591338,25382.050550733
18525.5168360813,20633.9825282798,22342.7083333333,20952.497848766,25784.0284663009
18571.2353227665,20665.0321820962,22552.3333333333,21005.0416227613,25835.1348064464
18623.1153757625,20881.1089923099,22369.2083333333,21063.6654643462,26071.1907959908
18521.067774094,20416.3107827217,22353.5833333333,20968.1474699474,25626.2951504031
18068.0642913849,19798.4676954514,21481,20522.1396935493,25028.2788865051
16595.6172033955,17663.3312499864,19515.25,19056.0778526773,22912.8943819676
18239.0725642137,19677.8175608989,21784.375,20706.5638091466,24947.0585934615
18597.0561428335,20588.9244975414,22290.4166666667,21071.0367646886,25877.7702167723
18622.5416294474,20935.772471245,22517.5833333333,21103.3426233318,26244.150474403
18655.058639661,20943.0755451811,22781.9166666667,21142.6097240831,26270.9142258281
18536.0316070138,21032.7566276322,22676.1666666667,21030.1318968263,26379.9851611423
18060.1137991314,20315.0012739366,21848.4583333333,20561.1979160625,25681.5496033723
16572.6201741101,17912.5907152244,19571.6666666667,19080.1232964769,23298.3895375678
18192.8841417885,20163.8709174113,21258.5416666667,20707.4037969104,25568.8516701375
18534.9928251806,20446.5783801468,21551.75,21056.0314860539,25870.6732281307
18540.4707973382,20346.2602244561,21339.625,21068.3319622363,25789.4020472007
18554.518183813,20675.6704267183,21338.8333333333,21089.1413118458,26137.7928058945
18420.0638136445,20635.190021616,21497.1666666667,20961.2602247097,26116.2272289046
17923.8922726687,19812.8608560483,21002.75,20472.0671610764,25312.7478412752
16424.225982846,17613.7357047163,18901.8333333333,18978.8562446321,23132.4080842705
18025.4204521881,19740.3206612544,21073.8333333333,20587.0592946326,25277.7147067815
18355.9184133681,20271.9490010708,21409.6666666667,20924.1079595559,25828.0016284336
18346.5985405425,20167.2199170964,21339.8333333333,20921.6167887235,25741.8686755933
18347.8140537107,20237.9188092027,21675.5,20929.6087268877,25831.1018710376
18203.9511513087,19864.0795862239,21377.7083333333,20792.3446528989,25475.7357362193
17694.3227560665,19433.1206946845,20577.5,20289.6925215456,25063.1893202314
16189.1927045838,17140.4355105988,18666.1666666667,18791.0537691961,22788.8565918349
17778.8812188993,19540.7917580883,20993,20387.7454576388,25207.5058583
18105.1354499104,20152.9372509963,21224.3333333333,20720.5809909712,25837.8855072361
18088.9145263134,20097.5686969457,21119.3333333333,20711.1955755108,25800.6928108599
18085.2327044658,20174.4808661284,21171,20714.3039073869,25895.7230949887
17939.8704054518,19836.9914156845,21114.625,20575.5642410237,25576.2945636181
17425.0357554816,19140.1497630265,20454.9166666667,20067.7033834556,24897.4571724381
15922.2158284581,17185.3532632699,18663.625,18571.4072733124,22960.6088064517
17508.573043309,19420.805837192,20565.7916666667,20164.7615510201,25213.9539081149
17838.1799904041,20097.8548259667,21550.9166666667,20500.9765182272,25908.840332249
17822.7528337551,20134.0301750501,21954.625,20492.3894085186,25962.798530098
17821.5198368299,20221.7677519563,21846.875,20497.9569399103,26068.2648672719
17681.5996204574,19998.2024362832,21535.125,20364.6790230408,25862.374713935
17168.4553068664,19308.331472341,20797.75,19858.503376472,25190.1257975928
15674.0450615762,17210.5925619741,18608.625,18370.64412503,23109.9562960687
17263.2106055642,19496.5310393436,20442.8333333333,19966.79790382,25413.4120124355
17601.4580761052,20036.6330440773,20793.7916666667,20311.6747070832,25970.9795483119
17591.9099921187,19810.3432518481,20486,20308.9674704674,25762.1040345836
17597.6211382742,19887.3688524091,20732.6666666667,20321.4850155345,25856.4931095756
17467.0161502227,19712.052032186,20486.9583333333,20197.5369804622,25698.4894017806
16959.1814512818,18980.6543379298,19908.8333333333,19696.6624173619,24984.3548936425
15475.8701529483,17001.0418443481,17991.625,18219.9236316699,23021.9560893153
17070.4152430468,19299.3577070063,20420.5,19821.445142901,25337.43656769
17418.9567594035,19724.5468313414,21198.6666666667,20176.6320748318,25779.7416515286
17416.6571277365,19716.3648096027,21430.6666666667,20181.1706453425,25788.6273445238
17430.0730874688,19860.3971166152,21391.1666666667,20201.3949788531,25949.6795271782
17308.9317074164,19732.6494672685,21199.75,20086.9210497895,25838.9043144049
16806.3227774242,19008.9937723358,20700.5416666667,19591.2613328158,25132.1740114569
15333.1917399575,16514.9690645243,18776.5416666667,18124.7200310328,22655.0280400838
16932.1518186542,19000.3090406913,20341.875,19730.6431676841,25157.2004808528
17289.2620528689,19695.1232672695,20964.2916666667,20094.4114531582,25868.8012786756
17292.3408182111,19527.485972854,20825.3333333333,20104.3242020948,25717.9050354947
17311.1758494001,19688.1087203643,21133.75,20129.9677983479,25895.2236825421
17196.8136694067,19516.0794093915,20898.7916666667,20022.281686303,25739.8454827812
16696.7300596214,18834.9233484902,19905.9583333333,19529.136347123,25075.2961032912
15230.5193907459,16818.0778988174,17859.4583333333,18069.530938107,23075.0132589956
16830.8314647466,19129.0107963481,20087.8333333333,19676.7937582722,25402.465034966
17192.995982686,19394.0092944073,20495.5416666667,20045.6283336328,25683.9390290402
17198.073505638,19434.6084030361,20834.125,20057.5368559454,25740.9705912714
17218.846698587,19405.4728410887,20730.375,20085.1199466703,25728.224776108
17107.7023203595,19329.1369887481,20694.6666666667,19980.6613367727,25668.2362949883
16606.8701790412,18601.6723128288,19958.2083333333,19486.7594444051,24957.0769417223
15144.0882466986,16659.2625866136,17920.4166666667,18030.5996315255,23030.930812404
16742.7507690646,18699.6833297364,20116.5833333333,19636.2045484006,25087.5737453691
17106.8534247345,19499.2846980539,20594.75,20006.9916323083,25903.3562111397
17111.2389439777,19652.4918678615,20916,20018.2092526311,26072.7036967113
17131.4623695938,19720.0732647774,21085.2916666667,20045.2478844128,26156.3849345063
17021.2565994404,19553.8910918446,20549.625,19941.7414175587,26006.2624305444
16517.941090656,18761.9062520603,19823.0416666667,19445.353642149,25230.2973870381
15056.90965227,16247.8958286162,17458.75,17990.9650893673,22732.2671826987
16652.945872046,18615.4657385003,18523.1666666667,19593.9416162999,25115.7780264009
17018.1303620399,19414.8778431133,20447.8333333333,19965.8295561462,25931.092067862
17021.5687934851,19479.1219424437,20865,19976.1072981388,26011.1993918776
17041.3630291868,19675.3957597833,20889.9583333333,20002.7279178732,26223.2980030967
16932.570116635,19329.9191585146,20843.6666666667,19900.6533994159,25893.6080428672
16427.8911055615,18691.1379678142,20294.3333333333,19402.9065502503,25270.5756149964
14969.8925245397,16544.3693278612,18051.875,17951.5768885689,23139.5181310152
16565.3228012055,18800.0734018759,20132.0833333333,19553.9526360894,25410.8960222712
16933.7792628821,19411.7833311286,20412.6666666667,19929.1371340086,26038.2426949906
16939.0485469177,19408.381605708,20690.9166666667,19941.2596210314,26050.4409010998
16961.5445844215,19487.8246442842,20635.4166666667,19970.5994775204,26145.4473180385
16857.5962919283,19314.4530247411,20582.75,19873.3944060157,25987.6027794426
16355.5343236011,18510.8451923394,20067.875,19378.2758097236,25199.4859833565
14904.6180219414,16270.1241840897,17912.9166666667,17934.0594822469,22974.220216654
16504.0716850981,18672.077865278,20181.2916666667,19540.4703686437,25391.5935916105
16880.4550143883,18998.0695812992,20616.125,19923.6111523448,25732.9696977831
16892.5988381394,18985.1313832283,20740.75,19942.6276761531,25735.3808276267
16922.9907305223,19241.6985059581,20816.4583333333,19979.8858174039,26007.2624546756
16829.1578565526,19211.8401769523,20715.2083333333,19892.8252843727,25992.6840423404
16335.2753824572,18760.4223491499,19826.6666666667,19405.9024017353,25556.5117768544
14896.8282120981,16834.8066270929,17578.9583333333,17974.1894711805,23646.107493443
16505.9781382252,19230.003784007,19883,19590.3127710893,26056.4821934453
16895.7177810213,19752.7136519042,20562.4583333333,19986.8419110747,26594.3359344563
16920.2475071478,19683.0791497411,20654.2916666667,20018.2669489833,26539.8118585244
16963.9005352638,19648.9192853289,20690.625,20068.8110404739,26520.7291941
16885.3239303232,19178.8169860853,20358.3333333333,19997.0374774217,26065.6710868247
16404.736847953,18326.0405928144,18649.0416666667,19523.428255986,25227.906093348
14983.4107233073,16613.5944613782,17337.0416666667,18108.8709349403,23530.4387830354
16606.8770543814,19147.2011483226,19735.0833333333,19739.3279990492,26078.9919236293
17014.072138565,19876.0169497324,20343.1666666667,20153.344131409,26822.722020139
17054.8732615232,19976.2434490157,20376.8333333333,20201.0630086389,26937.8308626591
17115.2580619765,20038.2295293089,20569.7083333333,20268.362772621,27014.667538808
17054.9281113638,19993.8174344524,20753.5833333333,20214.8648563501,26985.0744947363
16590.3483146629,19285.2776067931,20006.0833333333,19757.2798322282,26291.3223729615
15188.1805541779,17024.7159116028,17571.875,18361.9124773107,24045.5172368178
16827.7466981464,19218.1449916149,20116,20008.4845299985,26253.6719250241
17253.4902157334,19748.5992779046,20590.8333333333,20441.0769374513,26798.8210625941
17311.2705416637,19746.536147685,20915.7083333333,20505.7940450891,26811.4222186628
17388.5468516213,19893.8578586696,20877.25,20590.0051630386,26973.3778408776
17346.0346563768,19588.4402892164,20750.7916666667,20554.3492699375,26682.5639955714
16896.6597087375,18998.0288756474,20052.5416666667,20111.9816569265,26106.7263051104
15512.1286174951,16852.3066527428,17994.7083333333,18734.2768599297,23975.5479884157
17165.9723360884,19224.1269614639,20492,20395.1367455448,26361.8825687136
17607.7616334921,19933.288245577,21137.5416666667,20843.7965939588,27085.528670186
17679.6474895369,20101.8231681846,21209.6666666667,20922.6324736905,27268.5191345275
17770.4478774906,20253.0290286752,20949.7083333333,21020.3812961157,27434.1514379217
17741.8780713495,20112.534452382,20534.2916666667,20998.6853902089,27308.054380724
17303.5535263462,19485.3565819461,19826.25,20567.3745933838,26695.2452788507
15931.9268907791,17458.8127237573,17791.75,19202.5929293512,24683.0416102432
17595.153440221,19614.8478987814,19831.5416666667,20872.8396259478,26853.38856572
18047.6010032154,20195.5958888207,20810.9166666667,21332.1721737546,27448.4200952599
18128.0208463748,20143.4993179943,21220.2083333333,21419.5486401738,27410.5789895057
18226.4981564798,20187.3761745309,21469.5416666667,21524.9812065295,27468.6834015802
18205.7510642717,20099.1345132936,21521.1666666667,21511.118620047,27394.6415496322
17772.3173745052,19515.5609348511,20827.5833333333,21084.6988392681,26825.2401959304
16407.130930204,17580.1774830836,18650.0833333333,19726.3690422109,24904.0015444901
18073.3719638805,20024.1345041843,21568.3333333333,21399.6283352198,27362.0761000968
18529.9089777851,20650.4764705659,22041.6666666667,21863.0582662104,28002.5084922323
18612.3883937143,20459.6333984552,22352.1666666667,21952.4952081108,27825.7288926905
18712.0856996436,20677.6237397404,22590.9583333333,22059.149009163,28057.7559074444
18692.7262887677,20405.2108950292,22385.6666666667,22046.6791933891,27799.3530897239
18257.9907716387,19652.9029452659,22121.7916666667,21618.9531969269,27061.0286716525
16893.0449612332,17408.5509328056,19912.875,20260.870687561,24830.6338453401
18556.4646396002,19889.1201961673,22716.4166666667,21931.3030450072,27325.1340976552
19011.3375528625,20546.016775675,23533.5416666667,22393.0727475829,27995.9356158844
19090.4706724552,20605.5746359901,23777.3333333333,22479.1612271115,28069.3725102826
19186.2498648793,20846.7992600935,24141.2916666667,22581.8954242004,28324.4504080729
19163.3972574322,20757.4883132257,23819.6666666667,22565.9350315786,28248.9671174047
18722.9292623067,20161.9869140125,22298.4583333333,22132.4708389029,27667.267898496
17353.9936631714,18066.3015427717,19512.75,20770.4035864157,25585.3593719571
19010.8895310979,20454.7709918708,22304.7916666667,22434.3064034062,27987.5804691655
19460.6423083815,21019.4157871706,23030.9166666667,22890.9594999688,28565.951853725
19533.4443745752,21044.2171981023,23305.2916666667,22970.7155101861,28604.4549315596
19622.696968785,21090.1852232029,23554,23066.9228379743,28664.0998364644
19594.0836147387,20959.8199013356,23159.4166666667,23045.2058902272,28547.3867413419
19146.1139530108,20348.7622781921,22104.1666666667,22604.2370946206,27949.9568247189
17771.6585731381,18233.4917566547,19854.6666666667,21236.6576963142,25848.2896211245
19421.0204101987,20410.7835784187,22874.25,22893.0248178819,28039.160502727
19864.8751765449,20953.454874996,23773.9583333333,23343.7873673589,28595.386730352
19930.9835506259,21064.9990691335,23865.3333333333,23416.8532793357,28720.4618549154
20013.6502149374,21317.8299128515,24095.4166666667,23506.4798946353,28986.7997554755
19979.4605748095,21191.7625100716,23387.4583333333,23479.1966679768,28874.2156618755
19524.5420150056,20450.137975601,22256.25,23031.2830067091,28146.050813741
18145.2222525124,18233.7887801409,20109.1666666667,21658.8536067131,25943.1378055018
19788.0481489137,20398.3939502881,22503.9583333333,23308.6912322269,28121.1557864072
20227.0577764563,21004.9281400311,22990.5416666667,23754.6240283337,28741.079532035
20287.7304652808,21110.5602060289,23664.375,23822.2667046266,28860.0780195829
20365.1544649647,21189.0122998542,24068.7916666667,23906.6650941489,28951.8735201244
20326.7444579817,21061.0624353463,24269.625,23875.1809174176,28837.2441659748
19866.3499072571,20406.6911661456,23383,23421.8056757221,28196.1706282372
18483.4958201147,18149.0714605897,20333.5833333333,22045.8663535835,25951.8259917109
20121.1881912401,20427.4453727477,23908.5416666667,23690.588045461,28243.4524259378
20556.5530215397,21182.7535470987,24615.75,24132.9022325487,29011.9906898926
20612.9232314335,21231.262918341,24653.75,24196.2663646136,29073.7078318032
20686.0588588421,21393.5698648192,24946.9583333333,24276.4024549323,29249.2003425895
20644.1354306324,21262.176795835,24829.5833333333,24241.4358661934,29130.9707431855
20178.8266519884,20382.6319750436,23785.25,23783.1730785377,28264.5674079462
18792.6176216546,18490.8777415194,21317.7083333333,22403.9149212292,26385.9327857247
20425.1828025203,20805.0608144769,24096.5416666667,24043.5395113272,28713.2137046035
20856.4916346578,21414.8228927604,24661.1666666667,24481.8358151741,29336.0519713948
20907.8685838767,21491.3993646859,24653.625,24540.2429025897,29425.6830814928
20975.6582323495,21483.7673526318,23893.75,24615.0712325208,29431.084263475
20928.7492305327,21250.3095510038,23832.6666666667,24575.161899498,29210.6383170762
20456.7557511804,20701.1538788461,22801.5833333333,24110.2532385031,28674.4732658106
19064.9224833962,18536.3157273324,20389.5416666667,22725.4182853365,26522.6046044724
20689.8109122847,20850.9732274005,23284.9166666667,24357.4079515261,28850.2105667796
21114.0311063291,21470.9552368257,23497.5,24788.6646486547,29483.1201124571
21157.0526391943,21324.0667327955,23468.6666666667,24838.7634507224,29349.1383198212
21215.7517276296,21344.5107115123,23698.25,24904.5499122509,29382.4682853909
21159.7121163482,21020.9071139827,23772.5416666667,24855.5626564807,29071.7300496867
20676.6265843213,20316.1205952193,23101.7916666667,24379.6105878324,28379.7883664412
19274.3406245933,18072.3009637034,20700.125,22984.3791540707,26148.7931420708
20886.5357668449,20431.3686140239,23456.3333333333,24603.7261573441,28520.6648683229
21298.3030299064,21117.0862948569,23916.5833333333,25022.586695789,29219.1663902645
21327.4279173312,21206.4200778816,24038.375,25058.8433937367,29321.2638752067
21371.2982518264,21328.2144783101,23959.125,25109.8564879623,29455.8019332423
21300.2018739026,20908.9085706632,23910,25045.8709860501,29049.2197330302
20800.066181607,20301.923387343,22741.625,24552.9228788613,28454.938400376
19381.2134561165,17893.6760875992,20512.7916666667,23141.1851419748,26059.3751872065
20974.6858862835,20326.4427630617,23355.9583333333,24741.8640196505,28504.8062771098
21367.9284192005,20762.9256481384,24221.4583333333,25142.2593478088,28953.9339957412
21377.220309428,20918.4830891902,24354.7916666667,25158.7397610229,29122.1167800057
21400.4608242322,21017.0910494537,24371.2083333333,25189.1796910337,29233.3306829886
21308.6640093712,20933.2834219076,24181.25,25104.55252947,29162.1096868287
20786.1508972473,20165.7921510491,23080.875,24589.2808113777,28407.1858245027
19345.6141374032,18149.6072305708,20597.9583333333,23155.9178905044,26403.5491775091
20915.6881861669,20363.172432666,23282.2916666667,24733.2508795808,28629.6436051805
21286.0581885094,20866.1323673941,23446.375,25110.8298425837,29145.1138040563
21271.6634775688,20315.0090485256,23699.0833333333,25103.6763223759,28606.4818737349
21270.9141715421,20176.9073577337,22636.4583333333,25110.1780845924,28480.8527810713
21155.5654029053,20510.6792765104,23660.6666666667,25002.0517157321,28827.0785921009
20608.4735354977,19702.655505388,22847.7083333333,24462.2483881723,28031.4900912674
19144.5912323728,17356.1307952884,20361.1666666667,23005.5908739027,25697.3821127782
20690.3478289455,19389.9469295991,23158.0416666667,24558.6504905672,27743.5965226878
21037.5467005167,19989.5662185708,23997.625,24913.1049124675,28355.5957133011
20999.9224491758,20089.973357155,23849.0416666667,24882.7643019126,28468.3644610175
20976.3748020683,20183.9028904163,23592.5833333333,24866.5083028641,28574.6373917498
20839.388493238,19852.5717866707,23083.25,24736.7851766923,28255.6315540681
20270.4616155275,18938.1338403534,21535.75,24175.1814973927,27353.5008220743
18786.6745691067,17136.542402542,19002.75,22698.6566741296,25564.1986259308
20312.4097635277,19385.807940195,21294.6666666667,24231.725084374,27825.7355111052
20641.4428519681,19986.4594317543,22035.5,24568.0455115055,28438.6405339785
20586.3948460628,19903.8143849469,22062.0833333333,24520.3083655579,28368.2312796528
20546.6007997931,20118.5417861873,21745.0416666667,24487.8307178472,28595.176811359
20395.2268033075,19787.7165854997,21524.2916666667,24343.7442504901,28276.5521553852
19812.4754245746,19034.0954417934,21012.5416666667,23768.334037715,27535.1140463571
18317.3931310007,16791.4782131327,18999.375,22280.5340197336,25304.6624175138
19832.4249378596,19074.0195113257,20596.8333333333,23802.9117860239,27599.3519553016
20153.1450392748,19508.2990388326,21262.8333333333,24130.9330108669,28045.7624362882
20091.1074615207,19713.2830028563,21340.1666666667,24076.2154232366,28262.860141258
20045.9958593418,20005.883129206,21586.125,24038.4266584892,28567.5568690811
19891.5756214944,20238.6560463664,21415.5833333333,23891.2997648504,28812.4093207878
19306.7781512757,19300.3454378141,20851.4166666667,23313.8430254517,27886.1612518901
17812.4313035524,17081.9322790512,18680.2916666667,21826.7798290721,25679.79370942
19329.1131669102,19229.1429381367,20428.4166666667,23350.802045118,27839.033132466
19654.0050717985,19478.9210223659,20875.2916666667,23682.9903853515,28100.8231988577
19597.6093277672,19490.2666341753,21018.6666666667,23633.9056158572,28124.1640810749
