,x,ds
340,63,2003-03-05 07:10:00
341,64,2003-03-05 07:15:00
342,74,2003-03-05 07:20:00
343,77,2003-03-05 07:25:00
344,63,2003-03-05 07:30:00
345,85,2003-03-05 07:35:00
346,78,2003-03-05 07:40:00
347,87,2003-03-05 07:45:00
348,89,2003-03-05 07:50:00
349,111,2003-03-05 07:55:00
350,111,2003-03-05 08:00:00
351,120,2003-03-05 08:05:00
352,132,2003-03-05 08:10:00
353,133,2003-03-05 08:15:00
354,145,2003-03-05 08:20:00
355,159,2003-03-05 08:25:00
356,147,2003-03-05 08:30:00
357,176,2003-03-05 08:35:00
358,154,2003-03-05 08:40:00
359,193,2003-03-05 08:45:00
360,188,2003-03-05 08:50:00
361,184,2003-03-05 08:55:00
362,182,2003-03-05 09:00:00
363,232,2003-03-05 09:05:00
364,252,2003-03-05 09:10:00
365,233,2003-03-05 09:15:00
366,272,2003-03-05 09:20:00
367,267,2003-03-05 09:25:00
368,273,2003-03-05 09:30:00
369,272,2003-03-05 09:35:00
370,267,2003-03-05 09:40:00
371,248,2003-03-05 09:45:00
372,275,2003-03-05 09:50:00
373,266,2003-03-05 09:55:00
374,273,2003-03-05 10:00:00
375,289,2003-03-05 10:05:00
376,304,2003-03-05 10:10:00
377,286,2003-03-05 10:15:00
378,279,2003-03-05 10:20:00
379,281,2003-03-05 10:25:00
380,280,2003-03-05 10:30:00
381,289,2003-03-05 10:35:00
382,273,2003-03-05 10:40:00
383,269,2003-03-05 10:45:00
384,276,2003-03-05 10:50:00
385,288,2003-03-05 10:55:00
386,262,2003-03-05 11:00:00
387,273,2003-03-05 11:05:00
388,276,2003-03-05 11:10:00
389,274,2003-03-05 11:15:00
390,288,2003-03-05 11:20:00
391,273,2003-03-05 11:25:00
392,255,2003-03-05 11:30:00
393,273,2003-03-05 11:35:00
394,255,2003-03-05 11:40:00
395,243,2003-03-05 11:45:00
396,249,2003-03-05 11:50:00
397,283,2003-03-05 11:55:00
398,273,2003-03-05 12:00:00
399,269,2003-03-05 12:05:00
400,276,2003-03-05 12:10:00
401,245,2003-03-05 12:15:00
402,275,2003-03-05 12:20:00
403,235,2003-03-05 12:25:00
404,260,2003-03-05 12:30:00
405,235,2003-03-05 12:35:00
406,262,2003-03-05 12:40:00
407,237,2003-03-05 12:45:00
408,267,2003-03-05 12:50:00
409,275,2003-03-05 12:55:00
410,261,2003-03-05 13:00:00
411,229,2003-03-05 13:05:00
412,242,2003-03-05 13:10:00
413,240,2003-03-05 13:15:00
414,274,2003-03-05 13:20:00
415,262,2003-03-05 13:25:00
416,252,2003-03-05 13:30:00
417,250,2003-03-05 13:35:00
418,234,2003-03-05 13:40:00
419,231,2003-03-05 13:45:00
420,253,2003-03-05 13:50:00
421,246,2003-03-05 13:55:00
422,249,2003-03-05 14:00:00
423,257,2003-03-05 14:05:00
424,241,2003-03-05 14:10:00
425,235,2003-03-05 14:15:00
426,256,2003-03-05 14:20:00
427,254,2003-03-05 14:25:00
428,243,2003-03-05 14:30:00
429,247,2003-03-05 14:35:00
430,236,2003-03-05 14:40:00
431,250,2003-03-05 14:45:00
432,228,2003-03-05 14:50:00
433,253,2003-03-05 14:55:00
434,258,2003-03-05 15:00:00
435,226,2003-03-05 15:05:00
436,228,2003-03-05 15:10:00
437,234,2003-03-05 15:15:00
438,241,2003-03-05 15:20:00
439,218,2003-03-05 15:25:00
440,264,2003-03-05 15:30:00
441,242,2003-03-05 15:35:00
442,214,2003-03-05 15:40:00
443,234,2003-03-05 15:45:00
444,241,2003-03-05 15:50:00
445,225,2003-03-05 15:55:00
446,210,2003-03-05 16:00:00
447,217,2003-03-05 16:05:00
448,209,2003-03-05 16:10:00
449,251,2003-03-05 16:15:00
450,212,2003-03-05 16:20:00
451,220,2003-03-05 16:25:00
452,207,2003-03-05 16:30:00
453,173,2003-03-05 16:35:00
454,203,2003-03-05 16:40:00
455,213,2003-03-05 16:45:00
456,170,2003-03-05 16:50:00
457,177,2003-03-05 16:55:00
458,172,2003-03-05 17:00:00
459,170,2003-03-05 17:05:00
460,163,2003-03-05 17:10:00
461,153,2003-03-05 17:15:00
462,160,2003-03-05 17:20:00
463,165,2003-03-05 17:25:00
464,152,2003-03-05 17:30:00
465,157,2003-03-05 17:35:00
466,132,2003-03-05 17:40:00
467,153,2003-03-05 17:45:00
468,149,2003-03-05 17:50:00
469,155,2003-03-05 17:55:00
470,118,2003-03-05 18:00:00
471,123,2003-03-05 18:05:00
472,123,2003-03-05 18:10:00
473,120,2003-03-05 18:15:00
474,123,2003-03-05 18:20:00
475,128,2003-03-05 18:25:00
476,103,2003-03-05 18:30:00
477,117,2003-03-05 18:35:00
478,86,2003-03-05 18:40:00
479,89,2003-03-05 18:45:00
480,97,2003-03-05 18:50:00
481,90,2003-03-05 18:55:00
482,101,2003-03-05 19:00:00
483,110,2003-03-05 19:05:00
484,98,2003-03-05 19:10:00
485,78,2003-03-05 19:15:00
486,89,2003-03-05 19:20:00
487,107,2003-03-05 19:25:00
488,74,2003-03-05 19:30:00
489,100,2003-03-05 19:35:00
490,110,2003-03-05 19:40:00
491,96,2003-03-05 19:45:00
492,80,2003-03-05 19:50:00
493,86,2003-03-05 19:55:00
494,90,2003-03-05 20:00:00
495,81,2003-03-05 20:05:00
496,80,2003-03-05 20:10:00
497,73,2003-03-05 20:15:00
498,76,2003-03-05 20:20:00
499,57,2003-03-05 20:25:00
500,82,2003-03-05 20:30:00
501,78,2003-03-05 20:35:00
502,91,2003-03-05 20:40:00
503,68,2003-03-05 20:45:00
504,61,2003-03-05 20:50:00
505,61,2003-03-05 20:55:00
506,77,2003-03-05 21:00:00
507,82,2003-03-06 07:00:00
508,69,2003-03-06 07:05:00
509,69,2003-03-06 07:10:00
510,61,2003-03-06 07:15:00
511,61,2003-03-06 07:20:00
512,55,2003-03-06 07:25:00
513,72,2003-03-06 07:30:00
514,59,2003-03-06 07:35:00
515,89,2003-03-06 07:40:00
516,75,2003-03-06 07:45:00
517,80,2003-03-06 07:50:00
518,89,2003-03-06 07:55:00
519,113,2003-03-06 08:00:00
520,114,2003-03-06 08:05:00
521,108,2003-03-06 08:10:00
522,124,2003-03-06 08:15:00
523,133,2003-03-06 08:20:00
524,120,2003-03-06 08:25:00
525,158,2003-03-06 08:30:00
526,149,2003-03-06 08:35:00
527,161,2003-03-06 08:40:00
528,161,2003-03-06 08:45:00
529,165,2003-03-06 08:50:00
530,187,2003-03-06 08:55:00
531,219,2003-03-06 09:00:00
532,236,2003-03-06 09:05:00
533,251,2003-03-06 09:10:00
534,233,2003-03-06 09:15:00
535,217,2003-03-06 09:20:00
536,272,2003-03-06 09:25:00
537,276,2003-03-06 09:30:00
538,257,2003-03-06 09:35:00
539,250,2003-03-06 09:40:00
540,299,2003-03-06 09:45:00
541,279,2003-03-06 09:50:00
542,261,2003-03-06 09:55:00
543,292,2003-03-06 10:00:00
544,262,2003-03-06 10:05:00
545,308,2003-03-06 10:10:00
546,245,2003-03-06 10:15:00
547,262,2003-03-06 10:20:00
548,263,2003-03-06 10:25:00
549,248,2003-03-06 10:30:00
550,264,2003-03-06 10:35:00
551,260,2003-03-06 10:40:00
552,248,2003-03-06 10:45:00
553,258,2003-03-06 10:50:00
554,253,2003-03-06 10:55:00
555,265,2003-03-06 11:00:00
556,265,2003-03-06 11:05:00
557,284,2003-03-06 11:10:00
558,258,2003-03-06 11:15:00
559,278,2003-03-06 11:20:00
560,286,2003-03-06 11:25:00
561,310,2003-03-06 11:30:00
562,279,2003-03-06 11:35:00
563,249,2003-03-06 11:40:00
564,251,2003-03-06 11:45:00
565,221,2003-03-06 11:50:00
566,258,2003-03-06 11:55:00
567,239,2003-03-06 12:00:00
568,225,2003-03-06 12:05:00
569,247,2003-03-06 12:10:00
570,244,2003-03-06 12:15:00
571,260,2003-03-06 12:20:00
572,254,2003-03-06 12:25:00
573,239,2003-03-06 12:30:00
574,235,2003-03-06 12:35:00
575,224,2003-03-06 12:40:00
576,206,2003-03-06 12:45:00
577,223,2003-03-06 12:50:00
578,232,2003-03-06 12:55:00
579,241,2003-03-06 13:00:00
580,254,2003-03-06 13:05:00
581,262,2003-03-06 13:10:00
582,260,2003-03-06 13:15:00
583,226,2003-03-06 13:20:00
584,238,2003-03-06 13:25:00
585,247,2003-03-06 13:30:00
586,245,2003-03-06 13:35:00
587,240,2003-03-06 13:40:00
588,241,2003-03-06 13:45:00
589,259,2003-03-06 13:50:00
590,246,2003-03-06 13:55:00
591,240,2003-03-06 14:00:00
592,244,2003-03-06 14:05:00
593,229,2003-03-06 14:10:00
594,229,2003-03-06 14:15:00
595,237,2003-03-06 14:20:00
596,236,2003-03-06 14:25:00
597,246,2003-03-06 14:30:00
598,250,2003-03-06 14:35:00
599,247,2003-03-06 14:40:00
600,228,2003-03-06 14:45:00
601,237,2003-03-06 14:50:00
602,221,2003-03-06 14:55:00
603,252,2003-03-06 15:00:00
604,237,2003-03-06 15:05:00
605,230,2003-03-06 15:10:00
606,235,2003-03-06 15:15:00
607,237,2003-03-06 15:20:00
608,247,2003-03-06 15:25:00
609,254,2003-03-06 15:30:00
610,216,2003-03-06 15:35:00
611,233,2003-03-06 15:40:00
612,221,2003-03-06 15:45:00
613,250,2003-03-06 15:50:00
614,244,2003-03-06 15:55:00
615,238,2003-03-06 16:00:00
616,203,2003-03-06 16:05:00
617,219,2003-03-06 16:10:00
618,228,2003-03-06 16:15:00
619,187,2003-03-06 16:20:00
620,215,2003-03-06 16:25:00
621,200,2003-03-06 16:30:00
622,180,2003-03-06 16:35:00
623,211,2003-03-06 16:40:00
624,180,2003-03-06 16:45:00
625,196,2003-03-06 16:50:00
626,192,2003-03-06 16:55:00
627,180,2003-03-06 17:00:00
628,149,2003-03-06 17:05:00
629,137,2003-03-06 17:10:00
630,163,2003-03-06 17:15:00
631,162,2003-03-06 17:20:00
632,184,2003-03-06 17:25:00
633,155,2003-03-06 17:30:00
634,138,2003-03-06 17:35:00
635,163,2003-03-06 17:40:00
636,125,2003-03-06 17:45:00
637,120,2003-03-06 17:50:00
638,103,2003-03-06 17:55:00
639,115,2003-03-06 18:00:00
640,127,2003-03-06 18:05:00
641,117,2003-03-06 18:10:00
642,117,2003-03-06 18:15:00
643,115,2003-03-06 18:20:00
644,109,2003-03-06 18:25:00
645,110,2003-03-06 18:30:00
646,98,2003-03-06 18:35:00
647,97,2003-03-06 18:40:00
648,82,2003-03-06 18:45:00
649,95,2003-03-06 18:50:00
650,102,2003-03-06 18:55:00
651,101,2003-03-06 19:00:00
652,113,2003-03-06 19:05:00
653,73,2003-03-06 19:10:00
654,77,2003-03-06 19:15:00
655,85,2003-03-06 19:20:00
656,79,2003-03-06 19:25:00
657,90,2003-03-06 19:30:00
658,79,2003-03-06 19:35:00
659,94,2003-03-06 19:40:00
660,73,2003-03-06 19:45:00
661,67,2003-03-06 19:50:00
662,56,2003-03-06 19:55:00
663,75,2003-03-06 20:00:00
664,78,2003-03-06 20:05:00
665,80,2003-03-06 20:10:00
666,75,2003-03-06 20:15:00
667,67,2003-03-06 20:20:00
668,77,2003-03-06 20:25:00
669,74,2003-03-06 20:30:00
670,78,2003-03-06 20:35:00
671,74,2003-03-06 20:40:00
672,78,2003-03-06 20:45:00
673,63,2003-03-06 20:50:00
674,71,2003-03-06 20:55:00
675,65,2003-03-06 21:00:00
676,120,2003-03-07 07:00:00
677,98,2003-03-07 07:05:00
678,63,2003-03-07 07:10:00
679,88,2003-03-07 07:15:00
680,84,2003-03-07 07:20:00
681,84,2003-03-07 07:25:00
682,78,2003-03-07 07:30:00
683,87,2003-03-07 07:35:00
684,98,2003-03-07 07:40:00
685,104,2003-03-07 07:45:00
686,101,2003-03-07 07:50:00
687,104,2003-03-07 07:55:00
688,119,2003-03-07 08:00:00
689,133,2003-03-07 08:05:00
690,160,2003-03-07 08:10:00
691,150,2003-03-07 08:15:00
692,157,2003-03-07 08:20:00
693,170,2003-03-07 08:25:00
694,186,2003-03-07 08:30:00
695,158,2003-03-07 08:35:00
696,178,2003-03-07 08:40:00
697,206,2003-03-07 08:45:00
698,197,2003-03-07 08:50:00
699,189,2003-03-07 08:55:00
700,242,2003-03-07 09:00:00
701,269,2003-03-07 09:05:00
702,263,2003-03-07 09:10:00
703,283,2003-03-07 09:15:00
704,260,2003-03-07 09:20:00
705,254,2003-03-07 09:25:00
706,296,2003-03-07 09:30:00
707,320,2003-03-07 09:35:00
708,287,2003-03-07 09:40:00
709,300,2003-03-07 09:45:00
710,295,2003-03-07 09:50:00
711,278,2003-03-07 09:55:00
712,279,2003-03-07 10:00:00
713,299,2003-03-07 10:05:00
714,284,2003-03-07 10:10:00
715,308,2003-03-07 10:15:00
716,319,2003-03-07 10:20:00
717,291,2003-03-07 10:25:00
718,268,2003-03-07 10:30:00
719,300,2003-03-07 10:35:00
720,291,2003-03-07 10:40:00
721,283,2003-03-07 10:45:00
722,276,2003-03-07 10:50:00
723,265,2003-03-07 10:55:00
724,291,2003-03-07 11:00:00
725,294,2003-03-07 11:05:00
726,280,2003-03-07 11:10:00
727,280,2003-03-07 11:15:00
728,292,2003-03-07 11:20:00
729,301,2003-03-07 11:25:00
730,263,2003-03-07 11:30:00
731,289,2003-03-07 11:35:00
732,281,2003-03-07 11:40:00
733,304,2003-03-07 11:45:00
734,269,2003-03-07 11:50:00
735,285,2003-03-07 11:55:00
736,248,2003-03-07 12:00:00
737,248,2003-03-07 12:05:00
738,262,2003-03-07 12:10:00
739,266,2003-03-07 12:15:00
740,241,2003-03-07 12:20:00
741,238,2003-03-07 12:25:00
742,274,2003-03-07 12:30:00
743,232,2003-03-07 12:35:00
744,263,2003-03-07 12:40:00
745,258,2003-03-07 12:45:00
746,241,2003-03-07 12:50:00
747,254,2003-03-07 12:55:00
748,249,2003-03-07 13:00:00
749,243,2003-03-07 13:05:00
750,244,2003-03-07 13:10:00
751,244,2003-03-07 13:15:00
752,270,2003-03-07 13:20:00
753,254,2003-03-07 13:25:00
754,259,2003-03-07 13:30:00
755,246,2003-03-07 13:35:00
756,235,2003-03-07 13:40:00
757,242,2003-03-07 13:45:00
758,246,2003-03-07 13:50:00
759,249,2003-03-07 13:55:00
760,248,2003-03-07 14:00:00
761,218,2003-03-07 14:05:00
762,245,2003-03-07 14:10:00
763,226,2003-03-07 14:15:00
764,236,2003-03-07 14:20:00
765,239,2003-03-07 14:25:00
766,265,2003-03-07 14:30:00
767,237,2003-03-07 14:35:00
768,249,2003-03-07 14:40:00
769,274,2003-03-07 14:45:00
770,247,2003-03-07 14:50:00
771,214,2003-03-07 14:55:00
772,220,2003-03-07 15:00:00
773,224,2003-03-07 15:05:00
774,245,2003-03-07 15:10:00
775,235,2003-03-07 15:15:00
776,263,2003-03-07 15:20:00
777,256,2003-03-07 15:25:00
778,247,2003-03-07 15:30:00
779,259,2003-03-07 15:35:00
780,225,2003-03-07 15:40:00
781,198,2003-03-07 15:45:00
782,238,2003-03-07 15:50:00
783,221,2003-03-07 15:55:00
784,247,2003-03-07 16:00:00
785,223,2003-03-07 16:05:00
786,210,2003-03-07 16:10:00
787,213,2003-03-07 16:15:00
788,207,2003-03-07 16:20:00
789,208,2003-03-07 16:25:00
790,195,2003-03-07 16:30:00
791,230,2003-03-07 16:35:00
792,188,2003-03-07 16:40:00
793,195,2003-03-07 16:45:00
794,187,2003-03-07 16:50:00
795,177,2003-03-07 16:55:00
796,184,2003-03-07 17:00:00
797,159,2003-03-07 17:05:00
798,161,2003-03-07 17:10:00
799,195,2003-03-07 17:15:00
800,158,2003-03-07 17:20:00
801,183,2003-03-07 17:25:00
802,173,2003-03-07 17:30:00
803,173,2003-03-07 17:35:00
804,151,2003-03-07 17:40:00
805,159,2003-03-07 17:45:00
806,138,2003-03-07 17:50:00
807,145,2003-03-07 17:55:00
808,132,2003-03-07 18:00:00
809,131,2003-03-07 18:05:00
810,119,2003-03-07 18:10:00
811,114,2003-03-07 18:15:00
812,134,2003-03-07 18:20:00
813,120,2003-03-07 18:25:00
814,97,2003-03-07 18:30:00
815,99,2003-03-07 18:35:00
816,102,2003-03-07 18:40:00
817,99,2003-03-07 18:45:00
818,94,2003-03-07 18:50:00
819,84,2003-03-07 18:55:00
820,89,2003-03-07 19:00:00
821,92,2003-03-07 19:05:00
