,x,ds
194,8.204,194
195,7.432,195
196,7.377,196
197,7.929,197
198,7.431,198
199,7.593,199
200,8.229,200
201,7.933,201
202,8.278,202
203,7.718,203
204,7.134,204
205,7.534,205
206,7.26,206
207,6.976,207
208,7.267,208
209,7.132,209
210,7.398,210
211,7.67,211
212,7.194,212
213,7.548,213
214,7.834,214
215,7.797,215
216,8.195,216
217,7.588,217
218,7.543,218
219,8.156,219
220,7.731,220
221,7.539,221
222,8.052,222
223,8.183,223
224,7.797,224
225,8.46,225
226,8.055,226
227,7.971,227
228,8.489,228
229,8.238,229
230,7.996,230
231,7.866,231
232,8.483,232
233,8.213,233
234,8.402,234
235,7.628,235
236,8.411,236
237,8.206,237
238,7.825,238
239,8.078,239
240,8.249,240
241,7.821,241
242,7.257,242
243,8.106,243
244,7.879,244
245,7.712,245
246,8.103,246
247,7.449,247
248,8.477,248
249,8.021,249
250,7.84,250
251,7.439,251
252,7.949,252
253,7.489,253
254,8.115,254
255,7.035,255
256,7.958,256
257,7.513,257
258,6.949,258
259,7.393,259
260,7.513,260
261,7.52,261
262,7.868,262
263,7.826,263
264,7.338,264
265,7.877,265
266,7.757,266
267,7.9,267
268,7.568,268
269,7.28,269
270,7.804,270
271,7.433,271
272,8.079,272
273,7.592,273
274,8.267,274
275,7.512,275
276,8.08,276
277,7.836,277
278,7.946,278
279,7.957,279
280,7.956,280
281,8.563,281
282,8.015,282
283,7.968,283
284,8.152,284
285,8.067,285
286,8.279,286
287,7.722,287
288,7.818,288
289,8.364,289
290,8.369,290
291,7.843,291
292,7.537,292
293,8.0,293
294,7.619,294
295,7.935,295
296,7.637,296
297,7.958,297
298,7.991,298
299,7.682,299
300,7.804,300
301,8.073,301
302,7.883,302
303,7.37,303
304,7.706,304
305,8.355,305
306,8.051,306
307,7.74,307
308,7.122,308
309,7.44,309
310,7.408,310
311,7.265,311
312,7.125,312
313,7.013,313
314,7.53,314
315,8.011,315
316,7.779,316
317,7.417,317
318,8.125,318
319,7.729,319
320,7.492,320
321,8.115,321
322,7.791,322
323,7.914,323
324,7.922,324
325,8.224,325
326,7.765,326
327,8.253,327
328,8.088,328
329,8.154,329
330,7.59,330
331,8.009,331
332,8.557,332
333,8.234,333
334,8.489,334
335,8.606,335
336,8.595,336
337,8.6,337
338,8.29,338
339,8.253,339
340,8.539,340
341,7.922,341
342,8.695,342
343,8.053,343
344,8.215,344
345,7.746,345
346,8.14,346
347,8.379,347
348,8.221,348
349,8.315,349
350,7.741,350
351,8.355,351
352,8.025,352
353,7.793,353
354,8.043,354
355,7.578,355
356,8.437,356
357,7.955,357
358,8.151,358
359,8.201,359
360,7.832,360
361,7.673,361
362,7.779,362
363,7.94,363
364,7.67,364
365,7.673,365
366,8.201,366
367,8.005,367
368,7.662,368
369,7.744,369
370,8.103,370
371,7.753,371
372,7.996,372
373,8.992,373
374,8.031,374
375,8.303,375
376,8.118,376
377,8.19,377
378,7.503,378
379,8.524,379
380,8.337,380
381,8.205,381
382,8.312,382
383,8.103,383
384,8.16,384
385,8.644,385
386,8.755,386
387,8.234,387
388,8.749,388
389,8.125,389
390,8.997,390
391,8.317,391
392,8.981,392
393,8.288,393
394,8.607,394
395,8.713,395
396,8.722,396
397,7.873,397
398,8.359,398
399,8.058,399
400,8.797,400
401,8.049,401
402,8.099,402
403,8.36,403
404,8.195,404
405,7.711,405
406,8.381,406
407,8.313,407
408,8.162,408
409,8.314,409
410,8.588,410
411,8.153,411
412,8.519,412
413,7.385,413
414,7.81,414
415,8.186,415
416,7.866,416
417,7.532,417
418,8.756,418
419,7.948,419
420,8.316,420
421,8.273,421
422,8.451,422
423,8.367,423
424,8.337,424
425,7.959,425
426,7.878,426
427,8.066,427
428,8.923,428
429,7.825,429
430,8.059,430
431,8.761,431
432,8.275,432
433,8.401,433
434,8.193,434
435,8.827,435
436,8.522,436
437,9.045,437
438,9.076,438
439,8.679,439
440,8.622,440
441,8.639,441
442,8.537,442
443,8.644,443
444,8.519,444
445,8.415,445
446,8.81,446
447,8.778,447
448,8.593,448
449,8.504,449
450,8.865,450
451,8.557,451
452,8.433,452
453,8.406,453
454,8.521,454
455,8.532,455
456,8.333,456
457,8.416,457
458,8.404,458
459,8.416,459
460,7.67,460
461,8.557,461
462,8.638,462
463,8.59,463
464,8.851,464
465,7.907,465
466,7.543,466
467,7.919,467
468,8.385,468
469,7.642,469
470,8.375,470
471,8.524,471
472,8.072,472
473,7.608,473
474,8.662,474
475,8.201,475
476,8.384,476
477,7.896,477
478,8.655,478
479,8.557,479
480,8.616,480
481,8.302,481
482,8.679,482
483,8.242,483
484,8.408,484
485,9.075,485
486,8.863,486
487,8.403,487
488,8.895,488
489,8.475,489
490,8.62,490
491,8.519,491
492,8.844,492
493,8.361,493
494,8.614,494
495,8.759,495
496,8.813,496
497,8.786,497
498,8.96,498
499,8.644,499
500,8.573,500
501,8.814,501
502,8.153,502
503,7.819,503
504,8.34,504
505,8.663,505
506,8.604,506
507,8.942,507
508,8.78,508
509,8.216,509
510,8.419,510
511,8.063,511
512,8.233,512
513,8.711,513
514,8.475,514
515,8.4,515
516,8.693,516
517,7.825,517
518,8.225,518
519,7.894,519
520,7.338,520
521,8.589,521
522,8.032,522
523,7.85,523
524,8.187,524
525,8.489,525
526,8.425,526
527,8.484,527
528,8.475,528
529,8.507,529
530,8.306,530
531,8.438,531
532,8.708,532
533,8.404,533
534,8.665,534
535,8.275,535
536,8.917,536
537,8.27,537
538,8.809,538
539,8.428,539
540,8.393,540
541,8.921,541
542,9.036,542
543,8.622,543
544,9.095,544
545,9.176,545
546,9.007,546
547,8.959,547
548,8.671,548
549,9.035,549
550,8.943,550
551,8.612,551
552,8.529,552
553,8.969,553
554,7.834,554
555,8.514,555
556,8.5,556
557,8.766,557
558,8.619,558
559,8.702,559
560,8.797,560
561,8.771,561
562,8.612,562
563,8.868,563
564,8.517,564
565,8.327,565
566,8.622,566
567,8.888,567
568,8.86,568
569,8.288,569
570,8.359,570
571,8.049,571
572,8.184,572
573,8.223,573
574,8.117,574
575,8.428,575
576,8.729,576
577,8.782,577
578,8.277,578
579,8.713,579
580,8.621,580
581,8.386,581
582,8.865,582
583,8.84,583
584,8.684,584
585,8.699,585
586,8.521,586
587,8.548,587
588,9.19,588
589,8.685,589
590,8.778,590
591,9.004,591
592,8.771,592
593,8.752,593
594,9.172,594
595,9.004,595
596,8.985,596
597,9.056,597
598,9.093,598
599,9.297,599
600,9.27,600
601,8.939,601
602,9.173,602
603,9.135,603
604,8.844,604
605,8.899,605
606,8.625,606
607,8.582,607
608,8.895,608
609,9.09,609
610,8.653,610
611,9.022,611
612,9.324,612
613,8.759,613
614,8.54,614
615,8.667,615
616,9.06,616
617,8.616,617
618,8.854,618
619,9.063,619
620,8.989,620
621,8.411,621
622,8.335,622
623,8.645,623
624,8.793,624
625,8.551,625
626,8.106,626
627,8.454,627
628,8.619,628
629,8.421,629
630,9.02,630
631,8.596,631
632,8.666,632
633,8.284,633
634,8.458,634
635,8.64,635
636,8.737,636
637,8.358,637
638,8.834,638
639,8.894,639
640,8.992,640
641,9.299,641
642,8.516,642
643,8.529,643
644,8.88,644
645,8.833,645
646,9.476,646
647,9.05,647
648,8.763,648
649,9.177,649
650,9.563,650
651,9.303,651
652,9.381,652
653,9.325,653
654,9.668,654
655,9.337,655
656,8.886,656
657,8.974,657
658,9.166,658
659,8.69,659
660,9.19,660
661,9.156,661
662,8.754,662
663,9.413,663
664,9.316,664
665,8.995,665
666,9.232,666
667,8.725,667
668,8.979,668
669,8.776,669
670,8.93,670
671,9.166,671
672,8.726,672
673,8.686,673
674,8.411,674
675,8.426,675
676,8.543,676
677,8.514,677
678,8.627,678
679,8.727,679
680,8.796,680
681,8.97,681
682,8.968,682
683,9.044,683
684,8.818,684
685,8.731,685
686,9.249,686
687,9.338,687
688,8.973,688
689,9.255,689
690,8.926,690
691,9.373,691
692,9.119,692
693,9.154,693
694,9.259,694
695,9.045,695
696,9.219,696
697,9.194,697
698,9.199,698
699,9.398,699
700,9.3,700
701,8.84,701
702,9.31,702
703,9.263,703
704,9.472,704
705,9.521,705
706,9.424,706
707,9.267,707
708,9.453,708
709,9.234,709
710,9.005,710
711,8.922,711
712,8.915,712
713,8.917,713
714,9.177,714
715,8.883,715
716,8.977,716
717,9.217,717
718,9.237,718
719,8.988,719
720,9.204,720
721,9.107,721
722,9.268,722
723,9.068,723
724,9.329,724
725,9.287,725
726,8.71,726
727,8.695,727
728,8.881,728
729,8.848,729
730,8.837,730
731,8.825,731
732,8.898,732
733,8.884,733
734,9.014,734
735,9.131,735
736,9.069,736
737,9.075,737
738,9.095,738
739,9.089,739
740,9.17,740
741,9.306,741
742,9.024,742
743,9.175,743
744,9.269,744
745,9.443,745
746,9.461,746
747,9.451,747
748,9.528,748
749,9.313,749
750,9.367,750
751,9.721,751
752,9.391,752
753,9.415,753
754,9.449,754
755,9.586,755
756,9.483,756
757,9.408,757
758,9.471,758
759,9.406,759
760,9.027,760
761,8.636,761
762,8.819,762
763,8.836,763
764,8.84,764
765,8.783,765
766,8.961,766
767,8.981,767
768,9.045,768
769,9.246,769
770,9.151,770
771,9.124,771
772,9.189,772
773,9.221,773
774,9.268,774
775,9.326,775
776,9.249,776
777,9.358,777
778,8.95,778
779,8.859,779
780,8.826,780
781,8.879,781
782,8.967,782
783,9.083,783
784,9.046,784
785,8.951,785
786,9.057,786
787,9.106,787
788,9.1,788
789,9.054,789
790,9.063,790
791,9.297,791
792,9.1,792
793,9.012,793
794,9.099,794
795,9.346,795
796,9.327,796
797,9.193,797
798,9.43,798
799,9.367,799
800,9.413,800
801,9.429,801
802,9.54,802
803,9.645,803
804,9.621,804
805,9.569,805
806,9.573,806
807,9.639,807
808,9.697,808
809,9.53,809
810,9.571,810
811,9.61,811
812,9.622,812
813,9.368,813
814,9.229,814
815,9.287,815
816,9.081,816
817,9.242,817
818,9.298,818
819,9.511,819
820,9.499,820
821,9.256,821
822,9.11,822
823,9.149,823
824,9.32,824
825,9.477,825
826,9.394,826
827,9.491,827
828,9.229,828
829,9.247,829
830,9.201,830
831,9.06,831
832,9.008,832
833,9.09,833
834,9.136,834
835,9.061,835
836,9.198,836
837,9.121,837
838,9.191,838
839,9.158,839
840,9.24,840
841,9.25,841
842,9.491,842
843,9.472,843
844,9.247,844
845,9.163,845
846,9.26,846
847,9.344,847
848,9.404,848
849,9.433,849
850,9.485,850
851,9.495,851
852,9.487,852
853,9.591,853
854,9.575,854
855,9.557,855
856,9.663,856
857,9.71,857
858,9.688,858
859,9.662,859
860,9.575,860
861,9.572,861
862,9.762,862
863,9.626,863
864,9.577,864
865,9.393,865
866,9.247,866
867,9.235,867
868,9.12,868
869,9.2,869
870,9.253,870
871,9.373,871
872,9.355,872
873,9.367,873
874,9.187,874
875,9.222,875
876,9.356,876
877,9.266,877
878,9.348,878
879,9.287,879
880,9.446,880
881,9.286,881
882,9.304,882
883,9.116,883
884,8.964,884
885,8.94,885
886,8.916,886
887,9.02,887
888,9.125,888
889,9.045,889
890,9.071,890
891,9.131,891
892,9.071,892
893,9.116,893
894,9.33,894
895,9.286,895
896,9.338,896
897,9.215,897
898,9.189,898
899,9.311,899
900,9.343,900
901,9.359,901
902,9.373,902
903,9.129,903
904,9.411,904
905,9.251,905
906,9.334,906
907,9.357,907
908,9.347,908
909,9.344,909
910,9.342,910
911,9.468,911
912,9.484,912
913,9.446,913
914,9.423,914
915,9.411,915
916,9.424,916
917,9.09,917
918,8.907,918
919,8.741,919
920,8.73,920
921,8.691,921
922,8.894,922
923,9.065,923
924,9.057,924
925,9.095,925
926,9.002,926
927,8.962,927
928,8.844,928
929,8.933,929
930,9.015,930
931,9.175,931
932,8.867,932
933,9.106,933
934,8.99,934
935,8.758,935
936,8.641,936
937,8.65,937
938,9.015,938
939,9.006,939
940,8.908,940
941,9.01,941
942,9.204,942
943,8.972,943
944,8.955,944
945,9.1,945
946,9.125,946
947,9.024,947
948,8.944,948
949,9.136,949
950,9.151,950
951,8.923,951
952,8.911,952
953,9.232,953
954,9.538,954
955,9.02,955
956,9.141,956
957,9.354,957
958,9.129,958
959,9.053,959
960,9.229,960
961,9.163,961
962,9.255,962
963,9.171,963
964,9.199,964
965,8.951,965
966,9.205,966
967,9.105,967
968,9.478,968
969,9.283,969
970,9.001,970
971,8.79,971
972,9.126,972
973,9.269,973
974,9.256,974
975,8.95,975
976,8.858,976
977,9.015,977
978,8.844,978
979,9.015,979
980,9.092,980
981,8.943,981
982,9.012,982
983,8.963,983
984,9.045,984
985,9.074,985
986,8.741,986
987,8.74,987
988,8.602,988
989,8.619,989
990,8.613,990
991,8.766,991
992,8.521,992
993,9.064,993
994,8.882,994
995,8.992,995
996,8.849,996
997,9.087,997
998,9.06,998
999,9.076,999
1000,9.325,1000
1001,9.152,1001
1002,9.29,1002
1003,9.282,1003
1004,9.14,1004
1005,9.092,1005
1006,9.099,1006
1007,9.174,1007
1008,9.194,1008
1009,9.338,1009
1010,9.241,1010
1011,9.462,1011
1012,9.449,1012
1013,9.08,1013
1014,9.435,1014
1015,9.632,1015
1016,9.477,1016
1017,9.236,1017
1018,9.459,1018
1019,9.375,1019
1020,9.386,1020
1021,9.263,1021
1022,9.019,1022
1023,8.847,1023
1024,9.383,1024
1025,8.989,1025
1026,8.812,1026
1027,8.891,1027
1028,9.358,1028
1029,9.015,1029
1030,9.056,1030
1031,8.952,1031
1032,8.829,1032
1033,8.867,1033
1034,9.171,1034
1035,9.349,1035
1036,9.213,1036
1037,9.399,1037
1038,8.853,1038
1039,8.819,1039
1040,8.775,1040
1041,8.632,1041
1042,8.549,1042
1043,8.524,1043
1044,8.81,1044
1045,9.101,1045
1046,9.162,1046
1047,9.192,1047
1048,8.83,1048
1049,9.074,1049
1050,8.866,1050
1051,8.853,1051
1052,9.181,1052
1053,9.062,1053
1054,9.148,1054
1055,8.943,1055
1056,8.826,1056
1057,9.048,1057
1058,9.025,1058
1059,9.431,1059
1060,9.163,1060
1061,9.37,1061
1062,9.319,1062
1063,9.261,1063
1064,9.309,1064
1065,9.016,1065
1066,9.028,1066
1067,8.999,1067
1068,9.215,1068
1069,9.244,1069
1070,9.195,1070
1071,9.009,1071
1072,9.229,1072
1073,8.956,1073
1074,8.848,1074
1075,8.858,1075
1076,8.964,1076
1077,8.959,1077
1078,9.01,1078
1079,8.598,1079
1080,8.501,1080
1081,8.518,1081
1082,8.671,1082
1083,8.625,1083
1084,8.592,1084
1085,8.769,1085
1086,8.574,1086
1087,8.666,1087
1088,8.879,1088
1089,8.923,1089
1090,8.556,1090
1091,8.179,1091
1092,7.996,1092
1093,8.098,1093
1094,8.018,1094
1095,8.039,1095
1096,8.167,1096
1097,8.628,1097
1098,8.363,1098
1099,8.262,1099
1100,8.415,1100
1101,8.379,1101
1102,8.71,1102
1103,8.783,1103
1104,8.681,1104
1105,8.775,1105
1106,8.496,1106
1107,8.692,1107
1108,8.864,1108
1109,8.971,1109
1110,8.633,1110
1111,8.931,1111
1112,8.648,1112
1113,9.13,1113
1114,8.693,1114
1115,8.846,1115
1116,9.001,1116
1117,8.917,1117
1118,8.628,1118
1119,8.66,1119
1120,8.82,1120
1121,8.839,1121
1122,9.308,1122
1123,9.081,1123
1124,9.064,1124
1125,9.177,1125
1126,8.695,1126
1127,8.632,1127
1128,8.77,1128
1129,8.633,1129
1130,8.587,1130
1131,8.729,1131
1132,8.493,1132
1133,8.844,1133
1134,8.307,1134
1135,8.908,1135
1136,8.898,1136
1137,8.427,1137
1138,8.354,1138
1139,8.488,1139
1140,8.618,1140
1141,8.608,1141
1142,8.518,1142
1143,8.01,1143
1144,8.32,1144
1145,8.431,1145
1146,8.501,1146
1147,8.415,1147
1148,8.404,1148
1149,8.437,1149
1150,8.597,1150
1151,8.364,1151
1152,8.627,1152
1153,8.324,1153
1154,8.399,1154
1155,8.523,1155
1156,8.477,1156
1157,8.383,1157
1158,8.75,1158
1159,8.415,1159
1160,8.445,1160
1161,8.341,1161
1162,8.79,1162
1163,8.956,1163
1164,8.822,1164
1165,8.648,1165
1166,8.84,1166
1167,8.894,1167
1168,9.294,1168
1169,9.299,1169
1170,8.729,1170
1171,8.982,1171
1172,9.147,1172
1173,9.246,1173
1174,9.19,1174
1175,9.2,1175
1176,9.031,1176
1177,9.094,1177
1178,8.605,1178
1179,9.028,1179
1180,8.846,1180
1181,8.527,1181
1182,8.846,1182
1183,9.077,1183
1184,8.797,1184
1185,9.054,1185
1186,9.292,1186
1187,9.032,1187
1188,8.924,1188
1189,8.909,1189
1190,8.873,1190
1191,8.348,1191
1192,9.016,1192
1193,9.176,1193
1194,8.893,1194
1195,8.274,1195
1196,8.021,1196
1197,8.059,1197
1198,8.584,1198
1199,8.452,1199
1200,8.325,1200
1201,8.03,1201
1202,8.535,1202
1203,8.411,1203
1204,8.949,1204
1205,8.512,1205
1206,9.002,1206
1207,8.713,1207
1208,8.996,1208
1209,8.616,1209
1210,8.43,1210
1211,8.693,1211
1212,8.719,1212
1213,9.191,1213
1214,9.174,1214
1215,9.31,1215
1216,9.104,1216
1217,8.624,1217
1218,9.258,1218
1219,8.813,1219
1220,9.168,1220
1221,8.935,1221
1222,9.057,1222
1223,8.792,1223
1224,9.006,1224
1225,9.359,1225
1226,8.922,1226
1227,8.775,1227
1228,9.1,1228
1229,9.48,1229
1230,8.611,1230
1231,8.707,1231
1232,8.781,1232
1233,8.66,1233
1234,8.645,1234
1235,9.043,1235
1236,8.836,1236
1237,8.867,1237
1238,9.162,1238
1239,9.005,1239
1240,9.194,1240
1241,9.254,1241
1242,9.425,1242
